Key,Tier,Item Type,Publication Year,Author,Publication Title,DOI,Title,Abstract Note,Country of Origin,Geographic Scope,Geographic Scope - Note,Time Scope - Start Date,Time Scope - End Date,Time Scope - Non-consecutive?,Time Scope - Note,duration,Data Size - Number,Subset?,Subset - Note,Interval Size,Data Source Type,Data Source,Topic 1,Topic 2,Topic 3,Topic 4,Topic_Group,Methodological Themes - Method,Minor - Method,Application Theme - Purpose,Minor - Purpose
G928ZEA7,1,journalArticle,2021,"Flor, Mario; Herraiz, Sergio; Contreras, Ivan",Energies,10.3390/en14206565,Definition of residential power load profiles clusters using machine learning and spatial analysis,"This study presents a novel approach for discovering actionable knowledge and exploring data-based models from data recorded by household smart meters. The proposed framework is supported by a machine learning architecture based on the application of data mining methods and spatial analysis to extract temporal and spatial restricted clusters of characteristic monthly electricity load profiles. In addition, it uses these clusters to perform short-term load forecasting (1 week) using recurrent neural networks. The approach analyses a database with measurements of 1000 smart meters gathered during 4 years in Guayaquil, Ecuador. Results of the proposed methodol-ogy led us to obtain a precise and efficient stratification of typical consumption patterns and to extract neighbour information to improve the performance of residential energy consumption forecasting. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Ecuador,City,Guayaquil,1/1/2014,12/31/2017,No,,1461,1000,Yes,754,15-min,Smart Meter,Not Specified,Short Term Load Forecasting,,,,Load Forecasting,Forecasting,,Utility Operations and benefits,Short term load forecasting
J4KFVIKR,1,journalArticle,2022,"Menniti, Daniele; Pinnarelli, Anna; Sorrentino, Nicola; Stella, Fiorella; Aura, Caterina; Liutic, Claudia; Polizzi, Gaetano",Energies,10.3390/en15155563,"A Tool to Assess the Interaction between Energy Efficiency, Demand Response, and Power System Reliability","Utilities are increasingly interested in integrating energy efficiency and demand response measures as a strategic approach that aims to achieve an increasingly reliable, dynamic, and integrated electric system. The concepts of energy efficiency (EE), demand response (DR), and system reliability (ESR) have been mainly studied from a different perspective, dealing only with the interaction between EE and DR and between EE and ESR. This paper aims to improve knowledge and demonstrate the validity of EE interventions (EEIs) through the use of a tool for evaluating the benefits of energy efficiency measures (EEMs) in the environmental sphere and in terms of DR and ESR. In order to evaluate this interaction, a quantitative method is proposed and validated on real results in an Italian case scenario, taking into account the analysis of smart meters data for residential users located in southern Italy in Calabria. Based on the collected data, an aggregation of users was evaluated with real hourly profiles covering the period from January 2020 to August 2020. These results show how efficient energy use may affect DR resource availability and power systems reliability. In conclusion, the authors justify that a more reliable electric system is ready for new types of EE financing systems based on pay-for-performance contracts. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2022 by the authors.",Italy,Region,Calabria,1/1/2020,8/31/2020,No,,244,3306,No,,1-hour,Utility Company,Terna's Statistical Office,Heat Pump,Energy Efficiency,,,Utility Operation Optimization,Evaluation of New Technologies,Appliances - Heat Pump,Utility Operations and benefits,Rate Structures
DR983W9B,2,journalArticle,2019,"Rajabi, Amin; Eskandari, Mohsen; Jabbari Ghadi, Mojtaba; Ghavidel, Sahand; Li, Li; Zhang, Jiangfeng; Siano, Pierluigi",Energy and Buildings,10.1016/j.enbuild.2019.109455,A pattern recognition methodology for analyzing residential customers load data and targeting demand response applications,"The availability of smart meter data allows defining innovative applications such as demand response (DR) programs for households. However, the dimensionality of data imposes challenges for the data mining of load patterns. In addition, the inherent variability of residential consumption patterns is a major problem for deciding on the characteristic consumption patterns and implementing proper DR settlements. In this regard, this paper utilizes a data size reduction and clustering methodology to analyze residential consumption behavior. Firstly, the distinctive time periods of household activity during the day are identified. Then, using these time periods, a modified symbolic aggregate approximation (SAX) technique is utilized to transform the load patterns into symbolic representations. In the next step, by applying a clustering method, the major consumption patterns are extracted and analyzed. Finally, the customers are ranked based on their stability over time. The proposed approach is applied on a large dataset of residential customersÃƒÆ’Ã‚Â¯Ãƒâ€šÃ‚Â¿Ãƒâ€šÃ‚Â½EEEÃƒÆ’Ã‚Â¯Ãƒâ€šÃ‚Â¿Ãƒâ€šÃ‚Â½ÃƒÆ’Ã‚Â¯Ãƒâ€šÃ‚Â¿Ãƒâ€šÃ‚Â½EEE smart meter data and can achieve three main goals: 1) it reduces the dimensionality of data by utilizing the data size reduction, 2) it alleviates the problems associated with the clustering of residential customers, 3) its results are in accordance with the needs of systems operators or demand response aggregators and can be used for demand response targeting. The paper also provides a thorough analysis of different aspects of residential electricity consumption and various approaches to the clustering of households which can inform industry and research activity to optimize smart meter operational use. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2019 Elsevier B.V.",Ireland,Nation,,7/1/2009,12/31/2010,No,,549,4000,No,,30-min,Program/Project,CERCBT,Customer Identification and Grouping,,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior,Consumer Behavior,Customer Segmentation
H9NQ8T65,2,journalArticle,2021,"Walker, Shalika; Bergkamp, Vince; Yang, Dujuan; van Goch, T.A.J.; Katic, Katarina; Zeiler, Wim",Energy,10.1016/j.energy.2021.120711,Improving energy self-sufficiency of a renovated residential neighborhood with heat pumps by analyzing smart meter data,"In the energy renovation process, usually, buildings are upgraded to become energy-neutral annually with installed photovoltaic systems and heat pumps. However, the energy self-sufficiency of these buildings is surprisingly low. Therefore, the rapid deployment of heat pump based heating systems creates a shift of natural-gas consumption from the previously consumed building side (boilers) towards the electricity production side (power-plants). Fortunately, the development of information and communication technology enables access to consumption/generation data of building-related energy systems. Thus, there is an opportunity to strategically use this data and improve energy self-sufficiency and accommodate heat pump based heating systems. In this study, the improvement of self-sufficiency is discussed using a renovated neighborhood. The presented method incorporates a smart-grid application with a data-driven clustering, prediction, and an energy management strategy. First, clustering of similar demand-profiled dwellings with the k-means algorithm, and demand-prediction using the random-forest technique was performed. Afterwards, electric energy storage was introduced and multi-objective optimization reducing annualized costs and carbon emissions have been performed. For the carbon-dioxide optimal case, when aimed at the entire neighborhood, an annual self-sufficiency increment of more than 25% can be achieved, while four months out of the twelve being 100% energy self-sufficient. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021 The Author(s)",Netherland,Region,Middle,1/1/2016,12/31/2017,No,,731,70,No,,15-min,Smart Meter,Not Specified,Customer Identification and Grouping,Short Term Load Forecasting,Battery,Green House Gas Emission,Evaluation of Household Physical Infrastructure,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior,Physical Infrastructure,Evaluation of New Technologies
QNNTKIIR,1,journalArticle,2021,"Duque, Edgar Mauricio Salazar; Vergara, Pedro P.; Nguyen, Phuong H.; Van Der Molen, Anne; Slootweg, J.G.",IEEE Transactions on Smart Grid,10.1109/TSG.2021.3078394,Conditional Multivariate Elliptical Copulas to Model Residential Load Profiles from Smart Meter Data,"The development of thorough probability models for highly volatile load profiles based on smart meter data is crucial to obtain accurate results when developing grid planning and operational frameworks. This paper proposes a new top-down modeling approach for residential load profiles (RLPs) based on multivariate elliptical copulas that can capture the complex correlation between time steps. This model can be used to generate individual and aggregated daily RLPs to simulate the operation of medium and low voltage distribution networks in flexible time horizons. Additionally, the proposed model can simulate RLPs conditioned to an annual energy consumption and daily weather profiles such as solar irradiance and temperature. The simulated daily profiles accurately capture the seasonal, weekends, and weekdays power consumption trends. Five databases with actual smart meter measurements at different time resolutions have been used for the model's validation. Results show that the proposed model can successfully replicate statistical properties such as autocorrelation of the time series, and load consumption probability densities for different seasons. The proposed model outperforms other multivariate state-of-the-art methods, such as Gaussian Mixture Models, by one order of magnitude in two different distance metrics for probability distributions. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2010-2012 IEEE.",Netherlands,,,,,No,1 year,365,77,No,,15-min,Database,Not Specified,Short Term Load Forecasting,,,,Load Forecasting,Forecasting,,Utility Operations and benefits,Short term load forecasting
SSV9QK6I,2,journalArticle,2019,"Suresh, M.; Anbarasi, M.S.",Journal of Advanced Research in Dynamical and Control Systems,,A novel clustering based data classification model for smart metered household electricity consumption,"Global demand of electricity will rise by 85% from 2010 to 2040 and it is due to the increased use of electricity in USA, Europe, China, Japan, Australia and India. Studies reported that the household electricity needs are significantly increasing in the developing countries like India. This paper mainly intends to develop a classification model to analyze the household electricity consumption data using improved ID4 algorithm. But, in recent years, the growth in electricity data urges a requirement to combine the clustering and classification approaches. To overcome the drawbacks of larger size dataset, improved K-means clustering method is incorporated to improved ID3 classifier to attain better classification performance. The presented model is validated on the benchmark dataset from Kaggle and the results are analyzed in terms of with respect to various performance measures. The experimental outcome verified that the clustering process enhances the classification performance and it outperforms the compared methods in a significant way. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2019, Institute of Advanced Scientific Research, Inc.. All rights reserved.",Spain,Region,Southeast Spain,1/1/2020,12/31/2021,No,,731,3000,No,,1-hour,Utility Company,Not Specified,Customer Identification and Grouping,,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior,Consumer Behavior,Customer Segmentation
22ZJ9QAR,1,journalArticle,2020,"Donaldson, Daniel L.; Jayaweera, Dilan",International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2020.105823,Effective solar prosumer identification using net smart meter data,"With the continued growth of distributed power generation, the number of customers who consume and produce energy via solar photovoltaic (PV) power generation (solar prosumers) has been increasing. Unfortunately, electric utilities are not aware of the location of all solar prosumers due to unauthorized or unreported installations and lack of separate PV metering in areas with Net Energy Metering policies. Knowledge of the location of solar prosumers can inform circuit protection and voltage regulation settings, and help grid operators improve situational awareness and better plan for daily variations in demand, which are further magnified by generation intermittency. This paper proposes an innovative approach to identify customers with PV power generation using net energy consumption data from smart meters. Methods of dimensionality reduction are evaluated to propose an effective means of reducing the amount of data needed to accurately identify solar prosumers to a single data point and improve the clustering time by a significant factor. The proposed advanced classification approach for solar prosumer identification, based on agglomerative clustering, demonstrates very significant classification accuracy and outperforms k-means and neural network based approaches on real consumption data from a large number of residential customers. As the number of solar prosumers is growing daily, a novel Solar Prosumer Identification-Duration Curve is also proposed to give operators and distribution planners insight into how quickly new solar prosumers can be accurately identified. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2020 Elsevier Ltd",United States,State,"California, Colorado, Texas",1/1/2013,12/31/2016,No,,1461,733,No,,1-hour,Data Company,Pecan Street,Customer Identification and Grouping,Photovoltaics,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Consumer Behavior,Customer Segmentation
P9YHIYPM,1,journalArticle,2022,"Novan, Kevin; Smith, Aaron; Zhou, Tianxia",REVIEW OF ECONOMICS AND STATISTICS,10.1162/rest_a_00967,Residential Building Codes Do Save Energy: Evidence from Hourly Smart-Meter Data,"In 1978, California adopted building codes designed to reduce the energy used for temperature control. Using a rich data set of hourly electricity consumption for 158,112 houses in Sacramento, we estimate that the average house built just after 1978 uses 8% to 13% less electricity for cooling than a similar house built just before 1978. Comparing the estimated savings to the policy's projected cost, our results suggest the policy passes a cost-benefit test. In settings where market failures prevent energy costs from being completely passed through to home prices, building codes can serve as a cost- effective tool for improving energy efficiency.",United States,City,Sacramento,1/1/2012,12/31/2013,No,,731,158112,No,,1-hour,Utility Company,SMUD,Air Conditioning,Energy Efficiency,,,Evaluation of Household Physical Infrastructure,Evaluation of New Technologies,Systems - heating/cooling,Physical Infrastructure,Building Identification and Use Patterns
AVHSS845,1,journalArticle,2022,"Debnath, Ramit; Bardhan, Ronita; Misra, Ashwin; Hong, Tianzhen; Rozite, Vida; Ramage, Michael H.",Energy Policy,10.1016/j.enpol.2022.112886,Lockdown impacts on residential electricity demand in India: A data-driven and non-intrusive load monitoring study using Gaussian mixture models,"This study evaluates the effect of complete nationwide lockdown in 2020 on residential electricity demand across 13 Indian cities and the role of digitalisation using a public smart meter dataset. We undertake a data-driven approach to explore the energy impacts of work-from-home norms across five dwelling typologies. Our methodology includes climate correction, dimensionality reduction and machine learning-based clustering using Gaussian Mixture Models of daily load curves. Results show that during the lockdown, maximum daily peak demand increased by 150ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ200% as compared to 2018 and 2019 levels for one room-units (RM1), one bedroom-units (BR1) and two bedroom-units (BR2) which are typical for low- and middle-income families. While the upper-middle- and higher-income dwelling units (i.e., three (3BR) and more-than-three bedroom-units (M3BR)) saw night-time demand rise by almost 44% in 2020, as compared to 2018 and 2019 levels. Our results also showed that new peak demand emerged for the lockdown period for RM1, BR1 and BR2 dwelling typologies. We found that the lack of supporting socioeconomic and climatic data can restrict a comprehensive analysis of demand shocks using similar public datasets, which informed policy implications for India's digitalisation. We further emphasised improving the data quality and reliability for effective data-centric policymaking. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2022",India,Region,13 cities,,,Yes,We collected 153 days data between March and July for pre-COVID (2018 and 2019) and deep-COVID (2020) periods.,153,200,No,,1-hour,Utility Company,BEE (Bureau of Energy Efficiency),Consumption Behavior (COVID),Consumption Behavior (Building Characteristics),,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Load patterns - Building Stock,Consumer Behavior,Response to Stimuli - COVID
7PLQYL7U,1,journalArticle,2020,"Yuan, Yuxuan; Dehghanpour, Kaveh; Bu, Fankun; Wang, Zhaoyu",IEEE Transactions on Power Systems,10.1109/TPWRS.2020.2979943,A Data-Driven Customer Segmentation Strategy Based on Contribution to System Peak Demand,"Advanced metering infrastructure (AMI) enables utilities to obtain granular energy consumption data, which offers a unique opportunity to design customer segmentation strategies based on their impact on various operational metrics in distribution grids. However, performing utility-scale segmentation for unobservable customers with only monthly billing information, remains a challenging problem. To address this challenge, we propose a new metric, the coincident monthly peak contribution (CMPC), that quantifies the contribution of individual customers to system peak demand. Furthermore, a novel multi-state machine learning-based segmentation method is developed that estimates CMPC for customers without smart meters (SMs): first, a clustering technique is used to build a databank containing typical daily load patterns in different seasons using the SM data of observable customers. Next, to associate unobservable customers with the discovered typical load profiles, a classification approach is leveraged to compute the likelihood of daily consumption patterns for different unobservable households. In the third stage, a weighted clusterwise regression (WCR) model is utilized to estimate the CMPC of unobservable customers using their monthly billing data and the outcomes of the classification module. The proposed segmentation methodology has been tested and verified using real utility data. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 1969-2012 IEEE.",United States,Region,Mid-west,1/1/2015,5/31/2018,No,,1247,3000,No,,1-month,Utility Company,Not Specified,Customer Identification and Grouping,,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Academic,Synthetic Datasets
D5TRT34N,1,journalArticle,2022,"Liang, Jing; Qiu, Yueming (Lucy); Xing, Bo",Energy Economics,10.1016/j.eneco.2022.106170,Impacts of the co-adoption of electric vehicles and solar panel systems: Empirical evidence of changes in electricity demand and consumer behaviors from household smart meter data,"During the electrification of household energy consumption, there is an increasing number of consumers that purchase both electric vehicles (EV) and distributed solar photovoltaics (PV) systems. This study aims to examine the change in electricity demand from the power grid for EV owners when they add distributed solar panels to their homes. The impacts of the two technologies combined are different from the sum of two individual impacts because they may not be additive and EV consumers' behaviors may be subject to change. We apply a difference-in-differences model and compare consumers with or without EVs and also EV consumers with and without additional PVs. We use the hourly electricity demand data for 13,190 households in the Phoenix metropolitan area in Arizona. Our results show that EV consumers, without PV panels, use more electricity compared to non-EV consumers, and their average hourly demand is higher by 0.4 kWh. After adding PVs, EV consumers decrease the average hourly demand from the electric grid by 1.1 kWh. The co-adoption of PVs with EVs helps reduce the system peak hour loads. Besides, we also find evidence of behavior changes when EV consumers shift some of their EV charging from night to day so that they are charging their EVs with more cleaner electricity. The annual monetary savings for consumers after adding PVs are estimated to be 930, and the total social savings are estimated to be 925. Given the positive co-adoption effects, a policy implication is that incentives should be provided to promote the co-adoption of PVs with EVs. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2022 Elsevier B.V.",United States,City,Phoenix,,,No,"The smart meter data for EV owners is from May 2013 to April 2019, and it records consumers' hourly electricity demand. The smart meter data for non-EV non-PV consumers spans from January 2014 to April 2019.",2190,13190,No,,1-hour,Utility Company,Salt River Project,Electric Vehicle,Photovoltaics,,,Evaluation of Household Physical Infrastructure,Evaluation of New Technologies,Systems - PV,Physical Infrastructure,Evaluation of New Technologies
NFBGFNKK,1,journalArticle,2021,"Roth, Jonathan; Chadalawada, Jayashree; Jain, Rishee K.; Miller, Clayton",Energies,10.3390/en14051481,"Uncertainty matters: Bayesian probabilistic forecasting for residential smart meter prediction, segmentation, and behavioral measurement and verification","As new grid edge technologies emergeÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Âsuch as rooftop solar panels, battery storage, and controllable water heatersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Âquantifying the uncertainties of building load forecasts is becoming more critical. The recent adoption of smart meter infrastructures provided new granular data streams, largely unavailable just ten years ago, that can be utilized to better forecast building-level demand. This paper uses Bayesian Structural Time Series for probabilistic load forecasting at the residential building level to capture uncertainties in forecasting. We use sub-hourly electrical submeter data from 120 residential apartments in Singapore that were part of a behavioral intervention study. The proposed model addresses several fundamental limitations through its flexibility to handle univariate and multivariate scenarios, perform feature selection, and include either static or dynamic effects, as well as its inherent applicability for measurement and verification. We highlight the benefits of this process in three main application areas: (1) Probabilistic Load Forecasting for Apartment-Level Hourly Loads; (2) Submeter Load Forecasting and Segmentation; (3) Measurement and Verification for Behavioral Demand Response. Results show the model achieves a similar performance to ARIMA, another popular time series model, when predicting individual apartment loads, and superior performance when predicting aggregate loads. Furthermore, we show that the model robustly captures uncertainties in the forecasts while providing interpretable results, indicating the importance of, for example, temperature data in its predictions. Finally, our estimates for a behavioral demand response program indicate that it achieved energy savings; however, the confidence interval provided by the probabilistic model is wide. Overall, this probabilistic forecasting model accurately measures uncertainties in forecasts and provides interpretable results that can support building managers and policymakers with the goal of reducing energy use. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Singapore,Nation,,3/1/2018,8/31/2019,No,,549,120,No,,1-hour,Smart Meter,Self-collected,Short Term Load Forecasting,,,,Load Forecasting,Forecasting,,Utility Operations and benefits,Short term load forecasting
GWPN6T2V,1,journalArticle,2022,"Wang, Weiqi; Zhou, Zixuan; Lu, Zhongming",Journal of Cleaner Production,10.1016/j.jclepro.2022.130615,Data-driven assessment of room air conditioner efficiency for saving energy,"Room air conditioners (RACs) are one of the high energy-consuming home appliances. Developing a smart solution to evaluate and track the efficiency of RACs is essentially useful for residents to make necessary maintenance or replacement decisions. While smart meters are increasingly installed to monitor electricity use, the application of smart meter data to evaluate the RAC efficiency remains inadequate. In this paper, we present a data-driven framework to identify non-inverter window RACs with low energy efficiency by analyzing smart meter data from the university student hall rooms. In this framework, we first applied the extreme gradient boosting (XGBoost) method to predict a RAC's hourly electricity consumption. Then we measured the effect of outdoor temperature on the XGBoost prediction of hourly RAC electricity consumption using the Shapley Additive Explanation method to interpret the RAC's efficiency. We conjectured that the RAC efficiency is normal if the predicted hourly electricity consumption is significantly correlated with the outdoor temperature. In contrast, the RAC efficiency is low if the outdoor temperature changes have little impact on the predicted electricity consumption. Finally, we applied the K-Means clustering algorithm to separate the RACs into the ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã¢â‚¬Å“low efficiencyÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â and ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã¢â‚¬Å“normal efficiencyÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â categories based on each's pattern of outdoor temperature's impact on electricity consumption. Our cross-validation result showed that the XGBoost model can achieve an average R2 score of 0.50 and an average root mean squared error of 0.20 kWh. We used RAC replacement records to validate our framework of interpreting the RAC's efficiency. On average, RACs having low efficiency consumed 25.69% more electricity per hour. Overall, our data-driven framework can contribute to extending the value of smart meters for RAC efficiency evaluation. Meanwhile, the smart meter data-driven framework can be improved, and more validation is needed in the future. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2022 Elsevier Ltd",Hongkong,County,Dormitory,4/3/2019,10/3/2019,No,,184,129,No,,1-hour,Smart Meter,Self-collected,Air Conditioning,,,,Evaluation of Household Physical Infrastructure,Understanding Residential Stock and Behaviors,Appliance Identification,Physical Infrastructure,Appliance Identification and Use Patterns
KZ2Q4EW7,2,journalArticle,2021,"Amato, Umberto; Antoniadis, Anestis; De Feis, Italia; Goude, Yannig; Lagache, Audrey",International Journal of Forecasting,10.1016/j.ijforecast.2020.04.001,Forecasting high resolution electricity demand data with additive models including smooth and jagged components,"Short-Term Load Forecasting (STLF) is a fundamental instrument in the efficient operational management and planning of electric utilities. Emerging smart grid technologies pose new challenges and opportunities. Although load forecasting at the aggregate level has been extensively studied, electrical load forecasting at fine-grained geographical scales of households is more challenging. Among existing approaches, semi-parametric generalized additive models (GAM) have been increasingly popular due to their accuracy, flexibility, and interpretability. Their applicability is justified when forecasting is addressed at higher levels of aggregation, since the aggregated load pattern contains relatively smooth additive components. High resolution data are highly volatile, forecasting the average load using GAM models with smooth components does not provide meaningful information about the future demand. Instead, we need to incorporate irregular and volatile effects to enhance the forecast accuracy. We focus on the analysis of such hybrid additive models applied on smart meters data and show that it leads to improvement of the forecasting performances of classical additive models at low aggregation levels. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2020 International Institute of Forecasters",Ireland,Nation,,1/1/2010,12/31/2010,No,,365,4232,No,,30-min,Program/Project,CERCBT,Short Term Load Forecasting,,,,Load Forecasting,Forecasting,,Utility Operations and benefits,Short term load forecasting
NZK4UDE8,1,journalArticle,2022,"Ritchie, M.J.; Engelbrecht, J.A.A.; Booysen, M.J.",Energy for Sustainable Development,10.1016/j.esd.2022.07.008,A data-driven household electricity synthesiser for South Africa using enveloped sum of Gaussians,"Accurate modelling of household electricity on a large scale is a cornerstone for demand management and decarbonisation efforts. This paper introduces a data-driven model for South African households. According to the Paris Agreement, a 50 % reduction in global CO2 emissions is required to ensure the global average temperature does not surpass 2 ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â°C above pre-industrial levels. In this context, 26 % of the overall European energy consumption is used by the residential sector and the global energy consumption is estimated to increase by 1.3 % on average per year until 2050. In the last decade, the development and implementation of smart grid technologies have grown to efficiently and cost-effectively meet the electricity demands of the grid and mitigating greenhouse gas emissions. We present a data-driven, enveloped sum of Gaussians-based model and residential household synthesiser that statistically models the household's electricity usage demand based on smart meter data and generates synthetic data that accurately represents the actual demand profile, load peaks, and daily variances for an individual or aggregate group of households. The measured data was gathered over a one year period for 1200 households in South Africa. Our model accounts for temporal variations such as seasonality and the day of week, household uniqueness, and is fully autonomous. Our results show that the root mean square error between the aggregated measured and synthetic electricity profiles is 0.181 A (5.68 %) and the total energy of each profile is 75.9 and 76.3 AÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â·h, respectively. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2022 International Energy Initiative",South Africa,Nation,,1/1/1994,12/31/2014,No,7669,365,1200,No,,1-hour,Database,University of Cape Town,Data Generation,,,,Utility Operation Optimization,Understanding Residential Stock and Behaviors,Load patterns - Building Stock,Academic,Synthetic Datasets
3BNA9WAV,2,journalArticle,2022,"Tang, Wenjun; Wang, Hao; Lee, Xian-Long; Yang, Hong-Tzer",Energy,10.1016/j.energy.2021.122500,Machine learning approach to uncovering residential energy consumption patterns based on socioeconomic and smart meter data,"The smart meter data analysis contributes to better planning and operations for the power system. This study aims to identify the drivers of residential energy consumption patterns from the socioeconomic perspective based on the consumption and demographic data using machine learning. We model consumption patterns by representative loads and reveal the relationship between load patterns and socioeconomic characteristics. Specifically, we analyze the real-world smart meter data and extract load patterns by clustering in a robust way. We further identify the influencing socioeconomic attributes on load patterns to improve our method's interpretability. The relationship between consumers' load patterns and selected socioeconomic features is characterized via machine learning models. The findings are as follows. (1) Twelve load clusters, consisting of six for weekdays and six for weekends, exhibit a diverse pattern of lifestyle and a difference between weekdays and weekends. (2) Among various socioeconomic features, age and education level are suggested to influence the load patterns. (3) Our proposed analytical model using feature selection and machine learning is proved to be more effective than XGBoost and conventional neural network model in mapping the relationship between load patterns and socioeconomic features. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021 Elsevier Ltd",United States,City,Austin,1/1/2015,12/31/2017,No,,1096,433,No,,1-hour,Dataset,Pecan Street,Consumption Behavior (Socioeconomical Characteristics),,,,Understanding Residential Behavior,Understanding Residential Stock and Behaviors,Load patterns - Socioeconomic Factors,Consumer Behavior,Load patterns - Socioeconomic Factors
VI6QLRKR,1,journalArticle,2020,"Ushakova, Anastasia; Jankin Mikhaylov, Slava",Energy Research and Social Science,10.1016/j.erss.2020.101428,Big data to the rescue? Challenges in analysing granular household electricity consumption in the United Kingdom,"Rapid growth in smart meter installations has given rise to vast collections of data at a high time-resolution and down to an individual level. However, to enable efficient policy interventions, we need to be able to appropriately segment the population of users. The aim of this paper is to consider challenges and opportunities associated with large highly-granular temporal datasets that describe residential electricity consumption. In particular, the focus is on experiments relating to aggregation of smart meter time-series data in the context of clustering and prediction tasks that are often used for customer targeting and to gain insight on energy-use about sub populations. To cluster energy use profiles, we propose a novel framework based on a set of Gaussian based models which we use to encode individualsÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ energy consumption over time. The dataset consists of half hourly electricity consumption records from smart meters of households in the UK (2014ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ2015). The contribution of this paper comes from its investigation of how consumers or groups may be clustered according to model parameters in scenarios where additional data on consumers is not available to the researcher, or where anonymity preservation of the smart meter user is prioritised. A secondary aim is to invite greater awareness when data reduction is required to reduce the size of a large dataset for computational purposes. This may have implications for policy interventions acting at the individual or small group level, for instance, when designing incentives to encourage energy efficient behaviour or when identifying fuel poor customers. ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2020",UK,Nation,,1/1/2015,12/31/2015,No,,730,489000,No,,30-min,Database,CDRC,Customer Identification and Grouping,,,,Customer Identification,Customer Segmentation/Identification,Grouping Customers by Electricity Behavior (Clustering),Consumer Behavior,Customer Segmentation
